age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,nps_score,tx_count_30d,avg_tx_amount,failed_tx,support_tickets
41,M,?,Silver Membership,2016-11-25,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16:58:58,158,892.02,36394.44,26.0,630.98,Yes,Yes,Yes,Unsolved,Poor Website,1,0,7,985.93,26,1
61,M,City,Basic Membership,2017-05-31,?,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:22:43,156,115.29,13019.31,14.0,164.0703482,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,6,18,548.77,9,0
15,F,City,Premium Membership,2015-08-04,?,Gift Vouchers/Coupons,Desktop,Fiber_Optic,08:50:18,120,185.05,43833.54,15.0,743.57,No,Yes,No,Not Applicable,Poor Product Quality,0,2,80,615.78,36,8
56,M,?,Gold Membership,2016-07-08,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,14:23:57,349,30.16,33886.44,5.0,670.11,No,Yes,No,Not Applicable,Poor Customer Service,1,4,35,336.6,35,2
35,M,City,Gold Membership,2015-03-26,No,Without Offers,Both,Fiber_Optic,23:40:39,195,219.13,70247.76,3.0,1293.169381,Yes,Yes,No,Not Applicable,User Friendly Website,0,1,17,840.16,23,4
57,M,Town,No Membership,2015-01-13,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,17:11:02,95,400.35,30248.45,9.0,660.25,No,Yes,Yes,Unsolved,Poor Customer Service,1,7,36,965.49,42,4
64,M,Town,No Membership,2015-03-16,No,Credit/Debit Card Offers,Desktop,Wi-Fi,20:56:30,7,49.24,39981.97,12.0,648.6,Yes,No,Yes,Solved,Too many ads,1,1,69,532.44,36,8
21,M,Town,Basic Membership,2017-02-28,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:52:02,33,590.85,21919.13,14.0,610.24,Yes,No,Yes,Solved,Poor Product Quality,1,5,58,239.07,20,1
53,F,Town,Gold Membership,2017-01-27,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:36:42,63,1142.148835,34918.7,6.0,699.08,Yes,No,Yes,Solved in Follow-up,Poor Website,1,4,40,232.1,3,0
26,M,Village,No Membership,2017-06-26,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,19:47:41,3,138.33,8025.77,29.0,1016.785713,Yes,No,No,Not Applicable,Poor Customer Service,1,6,22,342.65,27,8
61,M,Town,Gold Membership,2016-01-08,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:11:54,45,516.46,45544.33,29.0,780.96,No,Yes,Yes,Unsolved,Too many ads,0,1,69,703.47,22,1
30,M,Town,No Membership,2015-04-28,No,Without Offers,Desktop,Fiber_Optic,01:15:19,226,211.19,2554.48,10.0,622.45,Yes,Yes,Yes,Solved,Poor Website,1,6,70,702.15,19,6
38,M,Town,Gold Membership,2015-08-13,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,00:12:11,22,942.84,49037.16,6.0,686.88,No,Yes,No,Not Applicable,No reason specified,0,6,59,694.75,16,1
35,F,City,Gold Membership,2015-06-24,No,Without Offers,Smartphone,Fiber_Optic,22:58:40,174,267.45,32922.76,8.0,701.45,No,Yes,No,Not Applicable,No reason specified,1,6,86,470.42,32,5
61,F,?,No Membership,2017-07-17,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:14:13,48,34.37,3862.41,10.0,602.86,No,Yes,No,Not Applicable,Too many ads,1,5,34,449.1,27,4
53,M,City,Gold Membership,2017-05-05,No,Credit/Debit Card Offers,Desktop,Mobile_Data,01:28:39,109,213.34,8860.9,6.0,671.74,Yes,No,Yes,Solved,Poor Website,1,8,73,440.21,33,6
55,M,Town,No Membership,2017-11-26,No,Credit/Debit Card Offers,?,Wi-Fi,05:31:13,309,50.48,8944.54,25.0,626.96,Yes,No,Yes,Unsolved,Poor Customer Service,1,5,64,941.04,20,2
23,M,City,Basic Membership,2016-01-30,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,06:40:31,156,1044.243494,26060.01,22.0,684.88,Yes,No,Yes,Solved,Poor Website,1,4,59,152.47,5,3
11,M,Town,Premium Membership,2015-04-23,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,14:01:27,26,628.79,33199.52,22.0,777.94,Yes,No,Yes,No Information Available,Poor Customer Service,0,7,35,405.52,47,4
22,M,Town,No Membership,2017-10-07,No,Gift Vouchers/Coupons,?,Mobile_Data,18:14:11,50,56.58,41050.72,15.0,686.88,Yes,No,Yes,Solved,Poor Website,1,2,67,365.77,4,5
37,M,Village,Silver Membership,2015-02-04,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,04:23:34,59,172.07,23587.32,28.0,326.1310709,Yes,No,No,Not Applicable,Poor Website,1,6,81,463.73,18,7
31,M,?,Platinum Membership,2016-03-15,No,Credit/Debit Card Offers,Desktop,Wi-Fi,12:35:34,322,44.99,3087.16,8.0,750.95,Yes,No,No,Not Applicable,No reason specified,0,2,23,288.59,10,1
20,M,City,Platinum Membership,2016-12-22,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,03:36:18,274,144.33,54420.14,5.0,686.88,No,Yes,No,Not Applicable,User Friendly Website,0,6,42,713.1,46,2
53,M,City,Premium Membership,2017-09-02,Yes,Without Offers,Both,Fiber_Optic,15:00:27,183,787.74,20129.88,12.0,686.88,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0,9,85,385.46,41,5
38,F,City,Basic Membership,2017-05-24,?,Gift Vouchers/Coupons,?,Fiber_Optic,17:28:17,313,30.49,37139.89,20.0,627.26,Yes,No,No,Not Applicable,Poor Customer Service,1,7,56,234.65,9,4
59,F,City,Basic Membership,2016-08-31,No,Without Offers,Both,Wi-Fi,22:42:13,248,400.21,33996.1,38.47,697.6,Yes,Yes,No,Not Applicable,Poor Product Quality,1,2,61,917.64,0,0
50,F,Town,Gold Membership,2016-02-26,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:53:44,35,103.36,39610.89,10.0,653.12,Yes,No,Yes,Solved,Poor Customer Service,1,5,15,282.85,22,4
64,F,City,Silver Membership,2015-03-30,?,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:06:32,26,58.15,27995.24,18.0,686.88,Yes,No,No,Not Applicable,Poor Product Quality,0,6,84,834.33,20,8
27,F,Town,Gold Membership,2017-03-27,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:13:02,327,862.2,35895.98,21.0,686.88,No,Yes,No,Not Applicable,No reason specified,1,4,56,450.51,31,2
12,F,Town,Gold Membership,2017-10-07,?,Without Offers,Desktop,Wi-Fi,10:55:48,197,412.22,1313.11,18.0,733.13,Yes,Yes,No,Not Applicable,Products always in Stock,0,1,95,541.3,41,4
29,F,Village,Premium Membership,2016-01-04,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18:36:07,239,222.69,18297.21,2.0,774.47,No,Yes,Yes,No Information Available,Products always in Stock,0,3,84,821.41,40,7
39,F,City,Silver Membership,2016-09-27,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:57:34,166,283.85,3888.65,18.0,959.92041,Yes,No,No,Not Applicable,Products always in Stock,0,0,85,255.02,7,4
37,F,City,Premium Membership,2017-05-21,?,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:51:05,155,136.19,6965.48,5.0,1181.873763,Yes,No,No,Not Applicable,Too many ads,0,9,91,826.42,3,8
37,F,Town,Gold Membership,2016-02-09,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,09:50:46,361,32.29,63097.55,-12.71,780.09,No,Yes,No,Not Applicable,User Friendly Website,0,8,84,364.07,44,3
21,M,Town,Silver Membership,2015-07-01,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,10:40:52,118,145.45,48500.63,11.0,727.97,No,Yes,Yes,Solved,Poor Customer Service,0,5,43,174.39,26,5
64,F,Town,Basic Membership,2017-09-26,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:30:56,61,313.84,23211.35,15.0,573.16,Yes,No,No,Not Applicable,Poor Product Quality,1,4,68,471.59,5,8
56,F,Town,Silver Membership,2016-02-03,?,Without Offers,Smartphone,Wi-Fi,15:52:11,315,254.72,28425.26,11.0,789.3,Yes,Yes,No,Not Applicable,No reason specified,0,8,17,29.65,6,3
37,F,Town,Basic Membership,2016-07-21,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,03:50:58,84,206.56,13037.39,13.0,616.68,Yes,No,Yes,Solved in Follow-up,Too many ads,1,6,32,620.74,28,4
55,M,Town,Basic Membership,2016-10-07,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,05:53:40,203,51.75,27564.76,24.0,660.59,No,Yes,No,Not Applicable,Too many ads,1,8,54,44.46,5,1
18,M,City,Basic Membership,2016-05-10,Yes,Without Offers,Smartphone,Fiber_Optic,03:33:17,355,117.9,49537.82,7.0,528.08,Yes,No,Yes,Solved,Poor Product Quality,1,4,87,389.43,8,3
27,F,?,Silver Membership,2017-09-27,?,Gift Vouchers/Coupons,?,Mobile_Data,03:23:24,342,484.45,83453.57,14.0,788.97,No,Yes,Yes,Unsolved,Reasonable Price,0,8,42,413.53,13,0
57,M,Town,Premium Membership,2017-10-26,No,Without Offers,Smartphone,Wi-Fi,04:12:57,226,32.89,16340.59,-1.59,686.88,Yes,No,Yes,Solved in Follow-up,Poor Website,0,9,89,685.94,47,1
48,F,City,Basic Membership,2017-09-23,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,00:35:46,338,77.18,49448.05,5.0,605.23,No,Yes,Yes,No Information Available,Poor Product Quality,1,0,22,73.59,35,1
54,M,Town,Basic Membership,2016-07-24,No,Credit/Debit Card Offers,Desktop,Wi-Fi,18:00:30,360,60.77,45095.33,1.23,692.59,Yes,No,No,Not Applicable,Poor Product Quality,1,1,61,688.25,26,1
52,F,Village,Gold Membership,2017-12-31,No,Without Offers,Smartphone,Mobile_Data,08:42:23,357,197.85,42084.72,18.0,710.7,No,Yes,No,Not Applicable,Poor Customer Service,0,4,8,384.99,15,3
33,F,Town,Platinum Membership,2017-09-20,Yes,Without Offers,Both,Mobile_Data,05:44:42,282,502.4,4714.82,24.0,472.8025704,Yes,No,No,Not Applicable,Poor Website,0,4,53,569.58,49,3
35,M,Town,No Membership,2017-03-05,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:47:53,313,33.96,6175.77,22.0,545.14,Yes,No,No,Not Applicable,Poor Product Quality,1,2,28,489.49,40,9
42,M,City,Platinum Membership,2015-10-06,?,Without Offers,Both,Mobile_Data,06:27:36,65,617.09,33226.66,17.0,1053.420685,Yes,Yes,Yes,No Information Available,Poor Product Quality,0,7,4,176.27,3,3
39,F,City,Gold Membership,2017-10-27,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20:50:56,14,34.93,42965.53,29.0,630.68,No,Yes,Yes,Solved,Poor Product Quality,1,8,64,97.87,27,4
50,F,City,Gold Membership,2016-06-15,Yes,Without Offers,Desktop,Fiber_Optic,14:22:39,76,198.19,20710.0,10.0,686.88,No,Yes,Yes,Unsolved,Poor Product Quality,1,2,69,82.44,1,4
29,M,City,Premium Membership,2015-01-08,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:58:44,133,317.25,17951.87,17.0,753.97,No,Yes,No,Not Applicable,Poor Customer Service,0,9,65,43.28,20,6
47,M,Town,No Membership,2017-01-05,Yes,Credit/Debit Card Offers,?,Fiber_Optic,07:26:31,131,876.87,41927.46,17.0,636.3,Yes,No,Yes,Solved in Follow-up,Poor Website,0,8,52,902.4,45,7
16,F,City,Gold Membership,2017-04-30,No,Gift Vouchers/Coupons,?,Wi-Fi,22:54:48,154,133.36,21896.63,13.0,644.25,Yes,No,No,Not Applicable,No reason specified,1,1,26,811.34,32,7
48,M,?,Basic Membership,2015-12-28,Yes,Without Offers,?,Fiber_Optic,06:44:05,29,522.81,27264.0,11.0,556.79,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1,1,78,173.38,31,8
14,F,City,No Membership,2016-12-19,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:22:33,259,33.34,46392.24,24.0,582.93,Yes,No,No,Not Applicable,Poor Customer Service,1,6,42,161.28,21,5
13,F,Village,Premium Membership,2016-11-28,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,06:53:31,25,84.05,10423.83,29.0,1044.81538,No,Yes,Yes,No Information Available,No reason specified,0,3,63,486.86,20,8
56,F,Town,No Membership,2016-09-04,Yes,Without Offers,Desktop,Wi-Fi,20:17:36,226,69.22,14117.54,12.0,523.54,No,Yes,Yes,Solved in Follow-up,Poor Website,1,6,87,915.74,49,3
64,F,City,Silver Membership,2016-09-29,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,00:50:05,219,32.16,67458.29,-13.65,764.62,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0,5,25,194.9,29,3
47,M,Town,No Membership,2015-03-14,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,05:39:14,197,692.73,18404.11,19.0,1072.745128,Yes,No,Yes,No Information Available,Poor Website,1,5,9,791.92,38,6
46,F,Town,Premium Membership,2015-08-02,?,Without Offers,Both,Mobile_Data,12:24:01,142,261.76,15786.32,15.98,704.13,No,Yes,No,Not Applicable,Poor Product Quality,0,5,29,827.48,13,3
45,M,Town,Premium Membership,2017-04-04,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:19:41,296,38.65,1225.14,9.0,700.07,Yes,No,Yes,Unsolved,Too many ads,0,9,3,395.92,0,3
60,F,Town,Premium Membership,2015-12-10,Yes,Without Offers,Smartphone,Wi-Fi,13:12:57,251,182.16,43782.88,15.98,761.49,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0,0,87,724.31,26,5
19,F,Town,Premium Membership,2016-03-30,Yes,Without Offers,Smartphone,Fiber_Optic,21:43:53,267,31.98,14432.03,24.0,730.04,Yes,No,Yes,Solved,Poor Customer Service,0,5,88,266.93,48,9
21,F,Town,Silver Membership,2017-03-23,No,Credit/Debit Card Offers,?,Mobile_Data,11:57:54,160,283.79,38527.24,26.0,760.53,Yes,No,Yes,No Information Available,No reason specified,0,2,1,369.1,6,6
60,M,City,Silver Membership,2015-07-27,?,Credit/Debit Card Offers,Both,Mobile_Data,15:15:08,260,1185.91225,29872.64,8.0,744.29,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0,9,1,554.79,34,8
32,M,Town,Gold Membership,2017-11-11,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,08:07:36,289,329.16,37811.56,27.0,757.14,No,Yes,Yes,Unsolved,Poor Website,0,1,34,822.21,46,2
36,F,Town,Premium Membership,2017-12-09,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,11:59:47,13,700.63,26571.36,13.0,738.84,Yes,Yes,No,Not Applicable,Products always in Stock,0,4,33,848.83,9,0
52,F,Town,Basic Membership,2016-08-24,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,05:10:18,126,166.57,45964.8,17.0,630.0,Yes,No,Yes,No Information Available,Too many ads,1,0,10,317.64,49,8
39,M,Town,No Membership,2016-12-29,Yes,Without Offers,Smartphone,Fiber_Optic,12:04:43,197,126.05,43632.02,16.0,594.51,Yes,No,No,Not Applicable,Poor Website,1,7,4,195.57,46,9
42,F,City,Silver Membership,2016-09-03,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:19:08,297,428.35,26483.73,14.0,713.42,No,Yes,No,Not Applicable,No reason specified,0,9,76,766.42,2,9
56,M,Town,Silver Membership,2017-05-03,Yes,Credit/Debit Card Offers,?,Wi-Fi,09:14:11,204,148.06,15456.63,29.0,984.3321162,No,Yes,Yes,Solved in Follow-up,No reason specified,1,6,9,875.63,21,8
17,F,Town,Gold Membership,2017-07-12,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,17:08:48,248,196.56,1246.57,22.0,766.76,Yes,No,Yes,Solved in Follow-up,No reason specified,0,7,5,487.22,39,9
56,M,Town,No Membership,2016-08-30,No,Without Offers,Desktop,Wi-Fi,15:15:00,358,359.98,38699.34,29.0,560.14,No,Yes,Yes,No Information Available,Poor Customer Service,0,9,95,226.34,39,8
33,F,City,Premium Membership,2017-12-29,No,Credit/Debit Card Offers,Desktop,Mobile_Data,22:23:29,242,32.47,25468.76,15.98,298.868694,No,Yes,No,Not Applicable,Poor Customer Service,0,3,2,788.42,44,8
33,F,City,Gold Membership,2015-11-07,No,Without Offers,Smartphone,Fiber_Optic,21:57:40,165,177.73,35286.1,15.98,709.01,Yes,No,Yes,No Information Available,Poor Website,1,0,80,671.24,29,8
41,M,Town,Basic Membership,2015-05-11,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,05:58:17,294,493.22,20294.0,23.0,686.88,Yes,No,No,Not Applicable,Poor Website,1,8,51,93.24,48,7
42,F,City,Basic Membership,2017-05-13,No,Gift Vouchers/Coupons,?,Mobile_Data,15:40:49,211,316.14,13516.16,20.0,659.85,No,Yes,Yes,Solved,Poor Product Quality,1,9,23,562.26,11,3
43,M,?,Gold Membership,2017-05-14,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:21:20,24,107.18,16027.34,4.0,1059.640736,No,Yes,Yes,Solved,User Friendly Website,0,2,50,704.02,47,3
12,F,City,No Membership,2015-06-11,Yes,Gift Vouchers/Coupons,?,Wi-Fi,00:11:54,293,108.2,2998.4,26.0,678.14,Yes,No,Yes,No Information Available,Too many ads,1,0,61,644.2,38,0
23,F,Village,Basic Membership,2015-05-13,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,14:55:27,344,-900.2103186,14865.87,25.0,686.88,No,Yes,Yes,Solved,No reason specified,1,9,45,465.56,47,9
14,F,Town,Gold Membership,2015-07-02,No,Gift Vouchers/Coupons,Both,Wi-Fi,20:13:47,15,407.97,19138.74,12.0,686.88,No,Yes,No,Not Applicable,Poor Website,1,9,58,317.66,11,2
62,F,Town,Gold Membership,2015-10-18,Yes,Without Offers,Smartphone,Fiber_Optic,23:01:03,336,308.28,38497.78,21.0,792.37,Yes,No,Yes,Unsolved,Too many ads,0,2,35,905.97,42,5
60,M,Town,Gold Membership,2015-12-17,?,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:15:26,187,67.78,14175.2,15.98,464.501175,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,9,66,812.12,44,6
56,M,Town,Basic Membership,2016-07-23,Yes,Without Offers,Desktop,Mobile_Data,02:08:29,208,732.71,47547.72,15.0,936.3622801,Yes,Yes,Yes,Unsolved,Poor Product Quality,1,3,76,751.47,48,1
41,M,?,Gold Membership,2015-06-14,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:58:51,109,188.96,40428.78,23.0,614.25,No,Yes,Yes,Solved in Follow-up,Too many ads,1,2,34,335.2,11,3
18,F,Town,Gold Membership,2016-05-02,No,Without Offers,Desktop,Wi-Fi,15:41:22,338,32.82,46250.9,2.0,779.89,Yes,No,No,Not Applicable,User Friendly Website,0,0,18,423.49,45,5
63,M,Village,Gold Membership,2017-03-25,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,22:19:51,318,1099.5,95625.4,13.0,686.88,No,Yes,No,Not Applicable,Quality Customer Care,0,6,66,832.88,28,6
23,M,City,Gold Membership,2017-12-08,Yes,Without Offers,Desktop,Fiber_Optic,08:16:00,293,547.87,36383.39,4.0,763.15,No,Yes,Yes,Solved,Products always in Stock,0,8,8,989.19,39,0
17,M,City,Platinum Membership,2017-10-30,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,04:38:03,100,80.4,15214.2,16.0,761.95,Yes,No,No,Not Applicable,No reason specified,0,7,38,138.39,24,8
42,F,City,Gold Membership,2016-03-28,Yes,Without Offers,Desktop,Wi-Fi,00:30:47,185,179.84,39667.91,10.0,-38.08431401,No,Yes,No,Not Applicable,Poor Product Quality,0,7,95,108.89,10,9
31,F,City,Silver Membership,2017-02-01,?,Without Offers,Desktop,Wi-Fi,18:56:15,211,731.24,36981.7,26.0,774.16,No,Yes,Yes,Unsolved,Poor Customer Service,0,3,76,619.48,14,0
12,F,Town,Gold Membership,2017-06-02,No,Credit/Debit Card Offers,?,Wi-Fi,07:15:44,350,49.19,35209.09,10.0,799.43,No,Yes,Yes,No Information Available,Quality Customer Care,0,4,41,876.15,9,9
63,M,?,Platinum Membership,2017-11-13,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:38:00,122,30.66,15079.52,23.0,469.5653778,Yes,No,No,Not Applicable,Too many ads,0,0,10,337.75,37,3
16,F,Town,Premium Membership,2017-11-03,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,01:19:35,234,34.49,31418.7,15.98,770.66,Yes,No,Yes,Unsolved,Poor Product Quality,0,2,27,451.74,7,2
38,M,Town,Basic Membership,2016-02-04,Yes,Without Offers,Desktop,Mobile_Data,14:27:08,35,117.11,29114.92,15.98,521.7,No,Yes,Yes,No Information Available,Too many ads,1,3,23,79.06,26,1
15,M,City,Platinum Membership,2015-12-18,No,Gift Vouchers/Coupons,?,Wi-Fi,10:15:03,228,93.76,28456.92,5.0,704.31,No,Yes,No,Not Applicable,Poor Website,0,5,88,509.55,9,2
30,M,City,No Membership,2015-11-06,No,Credit/Debit Card Offers,Desktop,Wi-Fi,21:19:03,48,121.38,13374.01,12.0,693.0,Yes,No,No,Not Applicable,Poor Website,1,7,50,657.9,23,2
64,M,Village,No Membership,2016-10-11,No,Gift Vouchers/Coupons,Both,Mobile_Data,22:40:06,102,445.01,37220.97,15.98,550.13,No,Yes,Yes,Solved,Poor Website,1,3,7,53.63,18,4
59,M,Town,No Membership,2015-01-29,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,05:25:51,20,628.79,40093.14,55.02,622.06,No,Yes,No,Not Applicable,Poor Customer Service,1,1,25,396.96,38,9
23,M,City,No Membership,2015-08-04,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,06:35:32,52,31.45,18606.73,24.0,621.94,No,Yes,No,Not Applicable,Poor Product Quality,1,6,93,791.07,11,0
32,F,Town,Silver Membership,2015-06-22,No,Without Offers,Smartphone,Wi-Fi,09:31:02,8,38.88,41019.89,19.0,750.83,No,Yes,Yes,Solved,Quality Customer Care,0,6,46,413.27,9,2
11,M,?,Premium Membership,2015-05-03,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:24:09,304,85.52,10636.13,5.0,730.02,No,Yes,No,Not Applicable,Too many ads,0,7,20,238.56,36,6
42,M,City,Platinum Membership,2016-07-30,Yes,Credit/Debit Card Offers,?,Mobile_Data,21:51:05,213,1097.82189,27380.8,27.0,799.91,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0,4,7,110.39,12,9
12,M,Town,No Membership,2017-11-01,No,Without Offers,Desktop,Wi-Fi,21:24:47,156,322.3,14310.09,11.0,559.2451349,Yes,No,No,Not Applicable,Poor Product Quality,1,8,73,50.15,43,6
45,M,City,Premium Membership,2015-07-01,Yes,Gift Vouchers/Coupons,?,Wi-Fi,00:36:22,15,31.2,37295.99,25.0,1196.60075,No,Yes,No,Not Applicable,Too many ads,0,8,33,753.74,11,4
19,F,Town,Platinum Membership,2015-03-24,Yes,Without Offers,Smartphone,Fiber_Optic,09:32:13,178,38.63,23832.38,15.98,686.88,No,Yes,Yes,Solved,Poor Product Quality,0,6,73,804.59,35,2
55,F,City,Gold Membership,2015-08-06,No,Without Offers,Smartphone,Fiber_Optic,11:24:45,78,291.94,97643.81,5.0,713.99,Yes,Yes,No,Not Applicable,User Friendly Website,0,3,27,416.11,9,7
16,F,City,Silver Membership,2017-02-27,No,Without Offers,Desktop,Wi-Fi,02:31:57,335,343.13,32605.84,16.0,335.2620818,No,Yes,No,Not Applicable,Poor Customer Service,1,1,16,388.75,44,7
56,M,City,Platinum Membership,2016-02-11,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21:38:24,306,180.37,21460.83,27.0,240.158193,Yes,No,No,Not Applicable,Poor Customer Service,0,7,48,753.33,15,9
24,F,Town,Silver Membership,2016-11-08,Yes,Gift Vouchers/Coupons,?,Mobile_Data,18:48:58,332,31.81,36494.51,24.0,622.69,No,Yes,No,Not Applicable,Poor Customer Service,1,7,6,624.8,39,3
24,F,Town,Platinum Membership,2015-01-14,No,Without Offers,Smartphone,Mobile_Data,04:44:07,124,31.86,21842.03,19.0,743.44,No,Yes,No,Not Applicable,Too many ads,0,9,7,25.76,15,2
53,M,Town,Basic Membership,2015-06-11,No,Credit/Debit Card Offers,?,Mobile_Data,12:27:16,217,428.81,40698.54,9.0,600.39,No,Yes,Yes,Solved in Follow-up,Poor Website,1,1,50,628.55,49,7
12,F,Town,No Membership,2015-08-18,No,Credit/Debit Card Offers,?,Wi-Fi,03:00:30,363,97.85,31574.54,28.0,686.88,No,Yes,No,Not Applicable,Poor Website,1,2,8,884.14,10,1
58,M,Town,Basic Membership,2015-02-19,?,Without Offers,Desktop,Fiber_Optic,21:35:10,286,1223.769011,47756.12,15.0,631.09,Yes,No,No,Not Applicable,No reason specified,1,2,51,392.02,45,2
63,F,Village,Premium Membership,2017-06-16,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:08:03,192,1090.92,12483.66,2.0,705.75,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,0,3,57,735.19,21,5
62,M,Town,Gold Membership,2016-07-07,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:25:44,83,402.05,20411.69,15.0,517.3513913,Yes,No,No,Not Applicable,Products always in Stock,0,3,56,764.81,11,8
48,F,Village,Platinum Membership,2015-04-09,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,19:26:49,279,33.18,24394.24,16.0,1042.087064,No,Yes,Yes,No Information Available,Poor Product Quality,0,5,6,534.18,46,7
60,M,Town,Gold Membership,2015-11-01,?,?,Smartphone,Fiber_Optic,15:30:02,25,54.08,19078.81,17.0,752.88,Yes,No,Yes,Solved,Poor Website,0,6,56,62.35,36,3
64,F,City,Basic Membership,2017-08-19,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,14:10:26,322,-408.2693519,36532.11,16.0,621.72,No,Yes,No,Not Applicable,Poor Website,1,9,16,389.45,40,0
11,F,?,Basic Membership,2016-12-10,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13:03:40,266,106.24,47511.49,11.0,559.8,Yes,No,No,Not Applicable,Poor Customer Service,1,4,49,597.55,9,1
